url,journal,year,title,abstract,authors
https://ideas.repec.org/a/bla/jfinan/v70y2015i2p489-507.html,Journal of Finance,2015,How Does Household Portfolio Diversification Vary with Financial Literacy and Financial Advice?,"type=""main""> Household investment mistakes are an important concern for researchers and policymakers alike. Portfolio underdiversification ranks among those mistakes that are potentially most costly. However, its roots and empirical importance are poorly understood. I estimate quantitatively meaningful diversification statistics and investigate their relationship with key variables. Nearly all households that score high on financial literacy or rely on professionals or private contacts for advice achieve reasonable investment outcomes. Compared to these groups, households with below-median financial literacy that trust their own decision-making capabilities lose an expected 50 bps on average. All group differences stem from the top of the loss distribution.",Hans-Martin Von Gaudecker
https://ideas.repec.org/a/bla/jfinan/v58y2003i2p483-517.html,Journal of Finance,2003,Pseudo Market Timing and the Long‐Run Underperformance of IPOs,"Numerous studies document long‐run underperformance by firms following equity offerings. This paper shows that underperformance is very likely to be observed ex‐post in an efficient market. The premise is that more firms issue equity at higher stock prices even though they cannot predict future returns. Ex‐post, issuers seem to time the market because offerings cluster at market peaks. Simulations based on 1973 through 1997 data reveal that when ex‐ante expected abnormal returns are zero, median ex‐post underperformance for equity issuers will be significantly negative in event‐time. Using calendar‐time returns solves the problem.",Paul Schultz
https://ideas.repec.org/a/bla/jfinan/v78y2023i1p209-245.html,Journal of Finance,2023,International Yield Curves and Currency Puzzles,"The currency depreciation rate is often computed as the ratio of foreign to domestic pricing kernels. Using bond prices alone to estimate these kernels leads to currency puzzles: the inability of models to match violations of uncovered interest parity and the volatility of exchange rates. This happens because of the FX bond disconnect, the inability of bonds to span exchange rates. Incorporating innovations to the pricing kernel that affect exchange rates but not bonds helps resolve the puzzles. This approach also allows one to relate news about cross‐country differences between international yields to news about currency risk premiums.",Mikhail Chernov & Drew Creal
https://ideas.repec.org/a/bla/jfinan/v61y2006i5p2487-2509.html,Journal of Finance,2006,Executive Stock Options: Early Exercise Provisions and Risk‐taking Incentives,"Traditional executive stock option plans allow fixed numbers of options to vest peri‐odically, independent of stock price performance. Because such options may climb deep in‐the‐money long before the manager can exercise them, they can exacerbate risk aversion in project selection. Making the proportion of options that vest a gradually increasing function of the stock price can ensure that appropriate numbers of options are retained while they provide risk‐taking incentives, but are exercised once they have lost their convexity. “Progressive performance vesting” can allow the firm more efficiently to rebalance the manager's risk‐taking incentives.",Neil Brisley
https://ideas.repec.org/a/bla/jfinan/v69y2014i5p2045-2084.html,Journal of Finance,2014,Rise of the Machines: Algorithmic Trading in the Foreign Exchange Market,"type=""main""> We study the impact of algorithmic trading (AT) in the foreign exchange market using a long time series of high-frequency data that identify computer-generated trading activity. We find that AT causes an improvement in two measures of price efficiency: the frequency of triangular arbitrage opportunities and the autocorrelation of high-frequency returns. We show that the reduction in arbitrage opportunities is associated primarily with computers taking liquidity. This result is consistent with the view that AT improves informational efficiency by speeding up price discovery, but that it may also impose higher adverse selection costs on slower traders. In contrast, the reduction in the autocorrelation of returns owes more to the algorithmic provision of liquidity. We also find evidence consistent with the strategies of algorithmic traders being highly correlated. This correlation, however, does not appear to cause a degradation in market quality, at least not on average.",Alain P. Chaboud & Benjamin Chiquoine & Erik Hjalmarsson & Clara Vega
https://ideas.repec.org/a/bla/jfinan/v67y2012i2p513-560.html,Journal of Finance,2012,Hedge Funds and Chapter 11,No abstract is available for this item.,Wei Jiang & Kai Li & Wei Wang
https://ideas.repec.org/a/bla/jfinan/v77y2022i1p545-599.html,Journal of Finance,2022,Stock Market and No‐Dividend Stocks,"We develop a stationary model of the aggregate stock market featuring both dividend‐paying and no‐dividend stocks within a familiar, parsimonious consumption‐based equilibrium framework. We find that such a simple feature leads to profound implications supporting several stock market empirical regularities that leading consumption‐based asset pricing models have difficulty reconciling. Namely, the presence of no‐dividend stocks in the stock market leads to a lower correlation between stock market returns and the aggregate consumption growth rate, a nonmonotonic and even negative relation between the stock market risk premium and its volatility, and a downward‐sloping term structure of equity risk premia.",Adem Atmaz & Suleyman Basak
https://ideas.repec.org/a/bla/jfinan/v66y2011i2p445-477.html,Journal of Finance,2011,Private Equity and Long‐Run Investment: The Case of Innovation,"A long-standing controversy is whether LBOs relieve managers from short-term pressures from public shareholders, or whether LBO funds themselves are driven by short-term profit motives and sacrifice long-term growth to boost short-term performance. We investigate 495 transactions with a focus on one form of long-term activities, namely investments in innovation as measured by patenting activity. We find no evidence that LBOs are associated with a decrease in these activities. Relying on standard measures of patent quality, we find that patents granted to firms involved in private equity transactions are more cited (a proxy for economic importance), show no significant shifts in the fundamental nature of the research, and are more concentrated in the most important and prominent areas of companies' innovative portfolios.<br><small>(This abstract was borrowed from another version of this item.)</small>",Josh Lerner & Morten Sorensen & Per Strömberg
https://ideas.repec.org/a/bla/jfinan/v73y2018i4p1463-1512.html,Journal of Finance,2018,Presidential Address: Pension Policy and the Financial System,"In this paper, I examine the effect of pension policy on the structure of financial systems around the world. In particular, I explore the hypothesis that policies that promote pension savings also promote the development of capital markets. I present a model that endogenizes the extent to which savings are intermediated through banks or capital markets, and derive implications for corporate finance, household finance, banking, and the size of the financial sector. I then present a number of facts that are broadly consistent with the theory and examine a variety of alternative explanations of my findings.",David S. Scharfstein
https://ideas.repec.org/a/bla/jfinan/v70y2015i5p2155-2184.html,Journal of Finance,2015,CEO Turnover and Relative Performance Evaluation,"type=""main""> This paper shows that CEOs are fired after bad firm performance caused by factors beyond their control. Standard economic theory predicts that corporate boards filter out exogenous industry and market shocks from firm performance before deciding on CEO retention. Using a hand-collected sample of 3,365 CEO turnovers from 1993 to 2009, we document that CEOs are significantly more likely to be dismissed from their jobs after bad industry and, to a lesser extent, after bad market performance. A decline in industry performance from the 90-super-th to the 10-super-th percentile doubles the probability of a forced CEO turnover.",Dirk Jenter & Fadi Kanaan
https://ideas.repec.org/a/bla/jfinan/v66y2011i1p67-97.html,Journal of Finance,2011,The Causal Impact of Media in Financial Markets,No abstract is available for this item.,Joseph E. Engelberg & Christopher A. Parsons
https://ideas.repec.org/a/bla/jfinan/v57y2002i3p1521-1551.html,Journal of Finance,2002,An Analysis of the Determinants and Shareholder Wealth Effects of Mutual Fund Mergers,"This study examines the determinants of mutual fund mergers and their subsequent wealth impact on shareholders of target and acquiring funds. Results indicate significant improvements in postmerger performance and a reduction in expense ratios for target fund shareholders. In contrast, acquiring fund shareholders experience a significant deterioration in postmerger performance. The net asset flows continue to remain negative for the combined fund in the year following the merger. The likelihood of a fund merger is inversely related to fund size for both within‐and across‐family mutual fund mergers. However, poor past performance is a significant determinant for only within‐family mergers.",Narayanan Jayaraman & Ajay Khorana & Edward Nelling
https://ideas.repec.org/a/bla/jfinan/v64y2009i6p2515-2534.html,Journal of Finance,2009,Reinforcement Learning and Savings Behavior,"We show that individual investors over‐extrapolate from their personal experience when making savings decisions. Investors who experience particularly rewarding outcomes from 401(k) saving—a high average and/or low variance return—increase their 401(k) savings rate more than investors who have less rewarding experiences. This finding is not driven by aggregate time‐series shocks, income effects, rational learning about investing skill, investor fixed effects, or time‐varying investor‐level heterogeneity that is correlated with portfolio allocations to stock, bond, and cash asset classes. We discuss implications for the equity premium puzzle and interventions aimed at improving household financial outcomes.",James J. Choi & David Laibson & Brigitte C. Madrian & Andrew Metrick
https://ideas.repec.org/a/bla/jfinan/v75y2020i5p2719-2763.html,Journal of Finance,2020,Market Structure and Transaction Costs of Index CDSs,"Despite regulatory efforts to promote all‐to‐all trading, the post–Dodd‐Frank index credit default swap market remains two‐tiered. Transaction costs are higher for dealer‐to‐client than interdealer trades, but the difference is explained by the higher, largely permanent, price impact of client trades. Most interdealer trades are liquidity motivated and executed via low‐cost, low‐immediacy trading protocols. Dealer‐to‐client trades are nonanonymous; they almost always improve upon contemporaneous executable interdealer quotes, and dealers appear to price discriminate based on the perceived price impact of trades. Our results suggest that the market structure is a consequence of the characteristics of client trades: relatively infrequent, large, and differentially informed.",Pierre Collin‐Dufresne & Benjamin Junge & Anders B. Trolle
https://ideas.repec.org/a/bla/jfinan/v78y2023i1p301-345.html,Journal of Finance,2023,Beyond Basis Basics: Liquidity Demand and Deviations from the Law of One Price,"Deviations from the law of one price between futures and spot prices—the futures‐cash basis—capture information about liquidity demand for equity market exposure in global markets. We show that the basis comoves with dealer and investor futures positions, is contemporaneously positively correlated with futures and spot market returns, and negatively predicts futures and spot returns. These findings are consistent with the futures‐cash basis reflecting liquidity demand that is common to futures and cash equity markets. We find persistent supply‐demand imbalances for equity index exposure reflected in the basis, giving rise to an annual premium of 5% to 6%.",Todd M. Hazelkorn & Tobias J. Moskowitz & Kaushik Vasudevan
https://ideas.repec.org/a/bla/jfinan/v66y2011i4p1047-1108.html,Journal of Finance,2011,Presidential Address: Discount Rates,No abstract is available for this item.,John H. Cochrane
https://ideas.repec.org/a/bla/jfinan/v79y2024i6p4247-4302.html,Journal of Finance,2024,The Working Capital Credit Multiplier,"We provide novel evidence that funding frictions can limit firms’ short‐term investments in receivables and inventories, reducing their production capacity. We propose a credit multiplier driven by these considerations and empirically isolate its importance by comparing how a similar firm responds to shocks differently when these shocks are initiated in their most profitable quarter (“main quarter”). We implement this test using recurring and unpredictable shocks (e.g., oil shocks) and provide extensive evidence supporting our identification strategy. Our results suggest that funding constraints and credit multiplier effects are significant for smaller firms that heavily rely on financing from suppliers.",Heitor Almeida & Daniel Carvalho & Taehyun Kim
https://ideas.repec.org/a/bla/jfinan/v75y2020i5p2673-2718.html,Journal of Finance,2020,Low‐Risk Anomalies?,"This paper shows that low‐risk anomalies in the capital asset pricing model and in traditional factor models arise when investors require compensation for coskewness risk. Empirically, we find that option‐implied ex ante skewness is strongly related to ex post residual coskewness, which allows us to construct coskewness factor‐mimicking portfolios. Controlling for skewness renders the alphas of betting‐against‐beta and betting‐against‐volatility insignificant. We also show that the returns of beta‐ and volatility‐sorted portfolios are driven largely by a single principal component, which in turn is explained largely by skewness.",Paul Schneider & Christian Wagner & Josef Zechner
https://ideas.repec.org/a/bla/jfinan/v80y2025i1p321-374.html,Journal of Finance,2025,Decentralized Exchange: The Uniswap Automated Market Maker,"Uniswap is a system of smart contracts on the Ethereum blockchain and is the largest decentralized exchange with a liquidity balance worth up to 4 billion USD and daily trading volume of up to 7 billion USD. It is a new model of liquidity provision, so‐called automated market making. For this new market form, we characterize equilibrium in the liquidity pools. We collect all 95.8 million Uniswap interactions and compare this automated market maker (AMM) to a centralized limit order book. We document absence of long‐lived arbitrage opportunities, and show conditions under which the AMM dominates a limit order market.",Alfred Lehar & Christine Parlour
https://ideas.repec.org/a/bla/jfinan/v58y2003i1p401-446.html,Journal of Finance,2003,A Monte Carlo Method for Optimal Portfolios,"This paper proposes a new simulation‐based approach for optimal portfolio allocation in realistic environments with complex dynamics for the state variables and large numbers of factors and assets. A first illustration involves a choice between equity and cash with nonlinear interest rate and market price of risk dynamics. Intertemporal hedging demands significantly increase the demand for stocks and exhibit low volatility. We then analyze settings where stock returns are also predicted by dividend yields and where investors have wealth‐dependent relative risk aversion. Large‐scale problems with many assets, including the Nasdaq, SP500, bonds, and cash, are also examined.",Jérôme B. Detemple & Ren Garcia & Marcel Rindisbacher
https://ideas.repec.org/a/bla/jfinan/v71y2016i4p1779-1812.html,Journal of Finance,2016,It Pays to Set the Menu: Mutual Fund Investment Options in 401(k) Plans,"This paper investigates whether mutual fund families acting as trustees of 401(k) plans display favoritism toward their own funds. Using a hand-collected dataset on retirement investment options, we show that poorly-performing funds are less likely to be removed from and more likely to be added to a 401(k) menu if they are affiliated with the plan trustee. We find no evidence that plan participants undo this affiliation bias through their investment choices. Finally, the subsequent performance of poorly-performing affiliated funds indicates that these trustee decisions are not information driven and are costly to retirement savers.<br><small>(This abstract was borrowed from another version of this item.)</small>",Veronika K. Pool & Clemens Sialm & Irina Stefanescu
https://ideas.repec.org/a/bla/jfinan/v73y2018i4p1513-1565.html,Journal of Finance,2018,Anticompetitive Effects of Common Ownership,"Many natural competitors are jointly held by a small set of large institutional investors. In the U.S. airline industry, taking common ownership into account implies increases in market concentration that are 10 times larger than what is “presumed likely to enhance market power” by antitrust authorities. Within‐route changes in common ownership concentration robustly correlate with route‐level changes in ticket prices, even when we only use variation in ownership due to the combination of two large asset managers. We conclude that a hidden social cost—reduced product market competition—accompanies the private benefits of diversification and good governance.",José Azar & Martin C. Schmalz & Isabel Tecu
https://ideas.repec.org/a/bla/jfinan/v80y2025i2p911-936.html,Journal of Finance,2025,Repo over the Financial Crisis,"This paper uses new data to provide a comprehensive view of repo activity during the 2007 global financial crisis. We show that activity declined much more in the bilateral segment of the market than in the tri‐party segment. Surprisingly, a large share of the decline in activity is driven by repos backed by Treasury securities. Further, a disproportionate share of the decline in repo activity is connected to securities dealer's market‐making activity. In particular, the evidence suggests that at least part of the decline is not driven by clients pulling away from securities dealers because of counterparty credit concerns.",Adam Copeland & Antoine Martin
https://ideas.repec.org/a/bla/jfinan/v69y2014i5p2279-2337.html,Journal of Finance,2014,The Joint Cross Section of Stocks and Options,"type=""main""> Stocks with large increases in call (put) implied volatilities over the previous month tend to have high (low) future returns. Sorting stocks ranked into decile portfolios by past call implied volatilities produces spreads in average returns of approximately 1% per month, and the return differences persist up to six months. The cross section of stock returns also predicts option implied volatilities, with stocks with high past returns tending to have call and put option contracts that exhibit increases in implied volatility over the next month, but with decreasing realized volatility. These predictability patterns are consistent with rational models of informed trading.",Byeong-Je An & Andrew Ang & Turan G. Bali & Nusret Cakici
https://ideas.repec.org/a/bla/jfinan/v62y2007i2p731-764.html,Journal of Finance,2007,"Smart Institutions, Foolish Choices: The Limited Partner Performance Puzzle","The returns that institutional investors realize from private equity differ dramatically across institutions. Using detailed, hitherto unexplored records, we document large heterogeneity in the performance of investor classes: endowments' annual returns are nearly 21% greater than average. Analysis of reinvestment decisions suggests that endowments (and to a lesser extent, public pensions) are better than other investors at predicting whether follow‐on funds will have high returns. The results are not primarily due to endowments' greater access to established funds, since they also hold for young or undersubscribed funds. Our results suggest that investors vary in their sophistication and potentially their investment objectives.",Josh Lerner & Antoinette Schoar & Wan Wongsunwai
https://ideas.repec.org/a/bla/jfinan/v79y2024i4p2797-2844.html,Journal of Finance,2024,Treasury Richness,"We provide estimates of Treasury convenience premia across the entire term structure of Treasury bills, notes, and bonds over more than a quarter of a century and document a variety of key stylized facts about their time‐series and cross‐sectional patterns. These results raise concerns about the evolving nature of Treasury markets and suggest that investors may now place less weight on the traditional role of Treasury securities as liquid trading vehicles. These stylized facts provide empirical benchmarks that could help guide future theoretical and empirical work about the economics of safe assets in financial markets.",Matthias Fleckenstein & Francis A. Longstaff
https://ideas.repec.org/a/bla/jfinan/v60y2005i1p179-230.html,Journal of Finance,2005,Does the Failure of the Expectations Hypothesis Matter for Long‐Term Investors?,"We solve the portfolio problem of a long‐run investor when the term structure is Gaussian and when the investor has access to nominal bonds and stock. We apply our method to a three‐factor model that captures the failure of the expectations hypothesis. We extend this model to account for time‐varying expected inflation, and estimate the model with both inflation and term structure data. The estimates imply that the bond portfolio of a long‐run investor looks very different from the portfolio of a mean‐variance optimizer. In particular, time‐varying term premia generate large hedging demands for long‐term bonds.",Antonios Sangvinatsos & Jessica A. Wachter
