url,journal,year,title,abstract,authors
https://ideas.repec.org/a/bla/jfinan/v71y2016i6p2727-2780.html,Journal of Finance,2016,“Lucas” in the Laboratory,"We study the Lucas asset pricing model in a controlled setting. Participants trade two long‐lived securities in a continuous open‐book system. The experimental design emulates the stationary, infinite‐horizon setting of the model and incentivizes participants to smooth consumption across periods. Consistent with the model, prices align with consumption betas and comove with aggregate dividends, particularly so when risk premia are higher. Trading significantly increases consumption smoothing compared to autarky. Nevertheless, as in field markets, prices are excessively volatile. The noise corrupts traditional generalized method of moment tests. Choices display substantial heterogeneity, with no subject representative for pricing.",Elena Asparouhova & Peter Bossaerts & Nilanjan Roy & William Zame
https://ideas.repec.org/a/bla/jfinan/v75y2020i5p2765-2808.html,Journal of Finance,2020,The Impact of Supervision on Bank Performance,"We explore the impact of supervision on the riskiness, profitability, and growth of U.S. banks. Using data on supervisors' time use, we demonstrate that the top‐ranked banks by size within a supervisory district receive more attention from supervisors, even after controlling for size, complexity, risk, and other characteristics. Using a matched sample approach, we find that these top‐ranked banks that receive more supervisory attention hold less risky loan portfolios, are less volatile, and are less sensitive to industry downturns, but do not have lower growth or profitability. Our results underscore the distinct role of supervision in mitigating banking sector risk.",Beverly Hirtle & Anna Kovner & Matthew Plosser
https://ideas.repec.org/a/bla/jfinan/v77y2022i4p2051-2091.html,Journal of Finance,2022,Do Firms Respond to Gender Pay Gap Transparency?,"We examine the effect of pay transparency on the gender pay gap and firm outcomes. Using a 2006 legislation change in Denmark that requires firms to provide gender‐disaggregated wage statistics, detailed employee‐employer administrative data, and difference‐in‐differences and difference‐in‐discontinuities designs, we find that the law reduces the gender pay gap, primarily by slowing wage growth for male employees. The gender pay gap declines by 2 percentage points, or 13% relative to the prelegislation mean. Despite the reduction of the overall wage bill, the wage transparency mandate does not affect firm profitability, likely because of the offsetting effect of reduced firm productivity.",Morten Bennedsen & Elena Simintzi & Margarita Tsoutsoura & Daniel Wolfenzon
https://ideas.repec.org/a/bla/jfinan/v75y2020i2p995-1036.html,Journal of Finance,2020,Shorting in Speculative Markets,"In models of trading with heterogeneous beliefs following Harrison‐Kreps, short selling is prohibited and agents face constant marginal costs‐of‐carry. The resale option guarantees that prices exceed buy‐and‐hold prices and the difference is identified as a bubble. We propose a model where risk‐neutral agents face asymmetric increasing marginal costs on long and short positions. Here, agents also value an option to delay, and a Hamilton‐Jacobi‐Bellman equation quantifies the influence of costs on prices. An unexpected decrease in shorting costs may deflate a bubble, linking financial innovations that facilitated shorting of mortgage‐backed securities to the collapse of prices.",Marcel Nutz & José A. Scheinkman
https://ideas.repec.org/a/bla/jfinan/v75y2020i2p1157-1172.html,Journal of Finance,2020,Report of the Editor of The Journal of Finance for the Year 2019,No abstract is available for this item.,Stefan Nagel
https://ideas.repec.org/a/bla/jfinan/v75y2020i1p323-375.html,Journal of Finance,2020,Houses as ATMs: Mortgage Refinancing and Macroeconomic Uncertainty,"Mortgage refinancing activity associated with extraction of home equity contains a strongly countercyclical component consistent with household demand for liquidity. We estimate a structural model of liquidity management featuring countercyclical idiosyncratic labor income uncertainty, long‐ and short‐term mortgages, and realistic borrowing constraints. We empirically evaluate its predictions for households' choices of leverage, liquid assets, and mortgage refinancing using microlevel data. Taking the observed historical paths of house prices, aggregate income, and interest rates as given, the model accounts for many salient features in the evolution of balance sheets and consumption in the cross‐section of households over 2001 to 2012.",Hui Chen & Michael Michaux & Nikolai Roussanov
https://ideas.repec.org/a/bla/jfinan/v79y2024i6p4303-4352.html,Journal of Finance,2024,Lying to Speak the Truth: Selective Manipulation and Improved Information Transmission,"We analyze a principal‐agent model in which an effort‐averse agent can manipulate a publicly observable performance report. The principal cannot observe the agent's cost of effort, her effort choice, and whether she manipulated the report. An optimal contract links compensation to the realized output and the (possibly manipulated) report. Manipulation can be beneficial to the principal because it can make the report more informative about the agent's effort choice, thereby reducing the agent's information rent. This is achieved through a contract that incentivizes the agent to selectively engage in manipulation based on her effort choice.",Paul Povel & Günter Strobl
https://ideas.repec.org/a/bla/jfinan/v73y2018i2p831-859.html,Journal of Finance,2018,Financial Literacy and Portfolio Dynamics,"We match administrative panel data on portfolio choices with survey measures of financial literacy. When we control for portfolio risk, the most literate households experience 0.4% higher annual returns than the least literate households. Distinct portfolio dynamics are the key determinant of this difference. More literate households hold riskier positions when expected returns are higher, they more actively rebalance their portfolios and do so in a way that holds their risk exposure relatively constant over time, and they are more likely to buy assets that provide higher returns than the assets that they sell.",Milo Bianchi
https://ideas.repec.org/a/bla/jfinan/v76y2021i3p1427-1469.html,Journal of Finance,2021,The Economics of Hedge Fund Startups: Theory and Empirical Evidence,"This paper examines how market frictions influence the managerial incentives and organizational structure of new hedge funds. We develop a stylized model in which new managers search for accredited investors and have stronger incentives to acquire managerial skill when encountering low investor demand. Fund families endogenously arise to mitigate frictions and weaken the performance incentives of affiliated new funds. Empirically, based on a TASS‐HFR‐BarclayHedge merged database, we find that ex ante identified cold inceptions facing low investor demand outperform existing hedge funds and hot inceptions facing high demand and that cold stand‐alone inceptions outperform all types of family‐affiliated inceptions.",Charles Cao & Grant Farnsworth & Hong Zhang
https://ideas.repec.org/a/bla/jfinan/v75y2020i3p1327-1370.html,Journal of Finance,2020,Taming the Factor Zoo: A Test of New Factors,"We propose a model selection method to systematically evaluate the contribution to asset pricing of any new factor, above and beyond what a high‐dimensional set of existing factors explains. Our methodology accounts for model selection mistakes that produce a bias due to omitted variables, unlike standard approaches that assume perfect variable selection. We apply our procedure to a set of factors recently discovered in the literature. While most of these new factors are shown to be redundant relative to the existing factors, a few have statistically significant explanatory power beyond the hundreds of factors proposed in the past.",Guanhao Feng & Stefano Giglio & Dacheng Xiu
https://ideas.repec.org/a/bla/jfinan/v74y2019i3p1091-1137.html,Journal of Finance,2019,High‐Frequency Trading around Large Institutional Orders,"Liquidity suppliers lean against the wind. We analyze whether high‐frequency traders (HFTs) lean against large institutional orders that execute through a series of child orders. The alternative is HFTs trading with the wind, that is, in the same direction. We find that HFTs initially lean against these orders but eventually change direction and take positions in the same direction for the most informed institutional orders. Our empirical findings are consistent with investors trading strategically on their information. When deciding trade intensity, they seem to trade off higher speculative profits against higher risk of being detected and preyed on by HFTs.",Vincent Van Kervel & Albert J. Menkveld
https://ideas.repec.org/a/bla/jfinan/v75y2020i2p683-734.html,Journal of Finance,2020,Relationship Trading in Over‐the‐Counter Markets,"We examine the network of trading relationships between insurers and dealers in the over‐the‐counter (OTC) corporate bond market. Regulatory data show that one‐third of insurers use a single dealer, whereas other insurers have large dealer networks. Execution prices are nonmonotone in network size, initially declining with more dealers but increasing once networks exceed 20 dealers. A model of decentralized trade in which insurers trade off the benefits of repeat business and faster execution quantitatively fits the distribution of insurers' network size and explains the price–network size relationship. Counterfactual analysis shows that regulations to unbundle trade and nontrade services can decrease welfare.",Terrence Hendershott & Dan Li & Dmitry Livdan & Norman Schürhoff
https://ideas.repec.org/a/bla/jfinan/v71y2016i6p2905-2932.html,Journal of Finance,2016,Behind the Scenes: The Corporate Governance Preferences of Institutional Investors,"We survey institutional investors to better understand their role in the corporate governance of firms. Consistent with a number of theories, we document widespread behind‐the‐scenes intervention as well as governance‐motivated exit. These governance mechanisms are viewed as complementary devices, with intervention typically occurring prior to a potential exit. We further find that long‐term investors and investors that are less concerned about stock liquidity intervene more intensively. Finally, we find that most investors use proxy advisors and believe that the information provided by such advisors improves their own voting decisions.",JOSEPH A. McCAHERY & ZACHARIAS SAUTNER & LAURA T. STARKS
https://ideas.repec.org/a/bla/jfinan/v78y2023i2p1219-1220.html,Journal of Finance,2023,"Report of the Executive Secretary and Treasurer for the Fiscal Year Ending June 30, 2022",No abstract is available for this item.,Jim Schallheim
https://ideas.repec.org/a/bla/jfinan/v77y2022i6p2997-3036.html,Journal of Finance,2022,Loan Terms and Collateral: Evidence from the Bilateral Repo Market,"We study secured lending contracts using a proprietary, loan‐level database of bilateral repurchase agreements containing groups of simultaneous loans backed by multiple tranches within a securitization. We show that lower‐quality loans (i.e., loans backed by lower‐rated collateral) have higher margins and spreads. We calibrate a model using collateral asset prices and find that lower‐quality loans are riskier despite the higher margins, yet cheaper for the borrower. This finding is consistent with a combination of lender optimism and reaching for yield. We also show that lower‐quality loans have longer maturity, consistent with models of rollover concerns with asymmetric information.",Jun Kyung Auh & Mattia Landoni
https://ideas.repec.org/a/bla/jfinan/v73y2018i6p2677-2717.html,Journal of Finance,2018,The Politics of Foreclosures,"The U.S. House of Representatives Financial Services Committee considered many important banking reforms in 2009 to 2010. We show that, during this period, foreclosure starts on delinquent mortgages were delayed in the districts of committee members although there was no difference in delinquency rates between committee and noncommittee districts. In these areas, banks delayed the foreclosure starts by 0.5 months (relative to the 12‐month average). The estimated cost of delay to lenders is an order of magnitude greater than the campaign contributions by the political action committees of the largest mortgage servicing banks to the committee members in that period.",Sumit Agarwal & Gene Amromin & Itzhak Ben‐David & Serdar Dinc
https://ideas.repec.org/a/bla/jfinan/v74y2019i5p2579-2617.html,Journal of Finance,2019,The Best of Both Worlds: Accessing Emerging Economies via Developed Markets,"A growing body of evidence suggests that the benefits of international diversification via developed markets have declined dramatically. While emerging markets still offer diversification opportunities, their public equity indices capture only a fraction of emerging countries' economic activity. We propose a diversification approach that exploits the global connectedness of developed countries to gain exposure to emerging countries' overall economies rather than their shallow equity markets. In doing so, we demonstrate that developed markets still offer substantial diversification benefits beyond those available through equity indices. Our results suggest that relying on equity indices to assess diversification benefits understates diversification gains.",Joon Woo Bae & Redouane Elkamhi & Mikhail Simutin
https://ideas.repec.org/a/bla/jfinan/v77y2022i1p545-599.html,Journal of Finance,2022,Stock Market and No‐Dividend Stocks,"We develop a stationary model of the aggregate stock market featuring both dividend‐paying and no‐dividend stocks within a familiar, parsimonious consumption‐based equilibrium framework. We find that such a simple feature leads to profound implications supporting several stock market empirical regularities that leading consumption‐based asset pricing models have difficulty reconciling. Namely, the presence of no‐dividend stocks in the stock market leads to a lower correlation between stock market returns and the aggregate consumption growth rate, a nonmonotonic and even negative relation between the stock market risk premium and its volatility, and a downward‐sloping term structure of equity risk premia.",Adem Atmaz & Suleyman Basak
https://ideas.repec.org/a/bla/jfinan/v75y2020i1p5-44.html,Journal of Finance,2020,Trading Against the Random Expiration of Private Information: A Natural Experiment,"For years, the Securities and Exchange Commission (SEC) accidentally distributed securities disclosures to some investors before the public. We exploit this setting, which is unique because the delay until public disclosure was exogenous and the private information window was well defined, to study informed trading with a random stopping time. Trading intensity and the pace at which prices incorporate information decrease with the expected delay until public release, but the relation between trading intensity and time elapsed varies with traders' learning process. Noise trading and relative information advantage play similar roles as in standard microstructure theories assuming a fixed time window.",Mohammadreza Bolandnazar & Robert J. Jackson & Wei Jiang & Joshua Mitts
https://ideas.repec.org/a/bla/jfinan/v80y2025i2p1171-1207.html,Journal of Finance,2025,"Working More to Pay the Mortgage: Household Debt, Interest Rates, and Family Labor Supply","I show that households work and earn more (less) when their floating‐rate mortgage payments quasi‐exogenously increase (decrease). The response is sizable and asymmetric: on average, households adjust their income by 35% of the change in their mortgage payment, but the response is significantly stronger following an increase in payments. While men in dual‐earner, childless households respond the most on average, the asymmetry is most pronounced for women and young workers, who respond particularly strongly to payment increases. The asymmetry of the labor supply elasticity may help explain the wide range of elasticities found in previous research.",Michał Zator
https://ideas.repec.org/a/bla/jfinan/v77y2022i6p3249-3287.html,Journal of Finance,2022,Asset Pricing with Cohort‐Based Trading in MBS Markets,"Agency mortgage‐backed securities (MBSs) with diverse characteristics are traded in parallel through individualized specified pool (SP) contracts and standardized to‐be‐announced (TBA) contracts with delivery flexibility. This parallel trading environment generates distinctive effects on MBS pricing and trading: (i) Although cheapest‐to‐deliver (CTD) issues are present in TBA trading and absent from SP trading by design, MBS heterogeneity associated with CTD discounts affects SP yields positively, with the effect stronger for lower‐value SPs; (ii) high selling pressure amplifies the effects of MBS heterogeneity on SP yields; and (iii) greater MBS heterogeneity dampens SP and TBA trading activities but increases their ratio.",Nicola Fusari & Wei Li & Haoyang Liu & Zhaogang Song
https://ideas.repec.org/a/bla/jfinan/v75y2020i2p825-866.html,Journal of Finance,2020,Beyond Random Assignment: Credible Inference and Extrapolation in Dynamic Economies,"We derive analytical relationships between shock responses and theory‐implied causal effects (comparative statics) in dynamic settings with linear profits and linear‐quadratic stock accumulation costs. For permanent profitability shocks, responses can have incorrect signs, undershoot, or overshoot depending on the size and sign of realized changes. For profitability shocks that are i.i.d., uniformly distributed, binary, or unanticipated and temporary, there is attenuation bias, which exceeds 50% under plausible parameterizations. We derive a novel sufficient condition for profitability shock responses to equal causal effects: martingale profitability. We establish a battery of sufficient conditions for correct sign estimation, including stochastic monotonicity. Simple extrapolation/error correction formulas are presented.",Christopher A. Hennessy & Ilya A. Strebulaev
https://ideas.repec.org/a/bla/jfinan/v73y2018i2p861-900.html,Journal of Finance,2018,Option Mispricing around Nontrading Periods,"We find that option returns are significantly lower over nontrading periods, the vast majority of which are weekends. Our evidence suggests that nontrading returns cannot be explained by risk, but rather are the result of widespread and highly persistent option mispricing driven by the incorrect treatment of stock return variance during periods of market closure. The size of the effect implies that the broad spectrum of finance research involving option prices should account for nontrading effects. Our study further suggests how alternative industry practices could improve the efficiency of option markets in a meaningful way.",Christopher S. Jones & Joshua Shemesh
https://ideas.repec.org/a/bla/jfinan/v78y2023i3p1449-1498.html,Journal of Finance,2023,Firm‐Level Climate Change Exposure,"We develop a method that identifies the attention paid by earnings call participants to firms' climate change exposures. The method adapts a machine learning keyword discovery algorithm and captures exposures related to opportunity, physical, and regulatory shocks associated with climate change. The measures are available for more than 10,000 firms from 34 countries between 2002 and 2020. We show that the measures are useful in predicting important real outcomes related to the net‐zero transition, in particular, job creation in disruptive green technologies and green patenting, and that they contain information that is priced in options and equity markets.",Zacharias Sautner & Laurence Van Lent & Grigory Vilkov & Ruishen Zhang
https://ideas.repec.org/a/bla/jfinan/v74y2019i3p1431-1471.html,Journal of Finance,2019,Leverage and the Cross‐Section of Equity Returns,"Building on theoretical asset pricing literature, we examine the role of market risk and the size, book‐to‐market (BTM), and volatility anomalies in the cross‐section of unlevered equity returns. Compared with levered (stock) returns, unlevered market beta plays a more important role in explaining the cross‐section of unlevered equity returns, even after controlling for size and BTM. The size effect is weakened, while the value premium and the volatility puzzle virtually disappear for unlevered returns. We show that leverage induces heteroskedasticity in returns. Unlevering returns removes this pattern, which is otherwise difficult to address by controlling for leverage in regressions.",Hitesh Doshi & Kris Jacobs & Praveen Kumar & Ramon Rabinovitch
https://ideas.repec.org/a/bla/jfinan/v77y2022i2p1055-1096.html,Journal of Finance,2022,Volatility Expectations and Returns,"We provide evidence that agents have slow‐moving beliefs about stock market volatility that lead to initial underreaction to volatility shocks followed by delayed overreaction. These dynamics are mirrored in the VIX and variance risk premiums, which reflect investor expectations about volatility, and are also supported in both surveys and firm‐level option prices. We embed these expectations into an asset pricing model and find that the model can account for a number of stylized facts about market returns and return volatility that are difficult to reconcile, including a weak or even negative risk‐return trade‐off.",Lars A. Lochstoer & Tyler Muir
https://ideas.repec.org/a/bla/jfinan/v73y2018i3p1113-1137.html,Journal of Finance,2018,What Makes a Good Trader? On the Role of Intuition and Reflection on Trader Performance,"Using laboratory experiments, we provide evidence on three factors influencing trader performance: fluid intelligence, cognitive reflection, and theory of mind (ToM). Fluid intelligence provides traders with computational skills necessary to draw a statistical inference. Cognitive reflection helps traders avoid behavioral biases and thereby extract signals from market orders and update their prior beliefs accordingly. ToM describes the degree to which traders correctly assess the informational content of orders. We show that cognitive reflection and ToM are complementary because traders benefit from understanding signals’ quality only if they are capable of processing these signals.",Brice Corgnet & Mark Desantis & David Porter
https://ideas.repec.org/a/bla/jfinan/v79y2024i3p2195-2236.html,Journal of Finance,2024,"Mergers, Product Prices, and Innovation: Evidence from the Pharmaceutical Industry","Using novel data from the pharmaceutical industry, we study product prices and innovation around mergers. Exploiting within‐deal variation in product market consolidation, we show that prices increase more for drugs in consolidating markets than for matched control drugs. Estimates indicate a 2% average price effect that persists for about one year. Price increases expand with acquirer‐target product similarity and are more pronounced within less competitive product markets with fewer players and no generic competition. Examination of trade‐offs reveals these deals generate significant shareholder value. They also spur labeling and other manufacturing‐related innovation, but not the development of new drugs.",Alice Bonaimé & Ye (Emma) Wang
https://ideas.repec.org/a/bla/jfinan/v77y2022i6p3339-3372.html,Journal of Finance,2022,Financial Crises and Political Radicalization: How Failing Banks Paved Hitler's Path to Power,"Do financial crises radicalize voters? We study Germany's 1931 banking crisis, collecting new data on bank branches and firm‐bank connections. Exploiting cross‐sectional variation in precrisis exposure to the bank at the center of the crisis, we show that Nazi votes surged in locations more affected by its failure. Radicalization in response to the shock was exacerbated in cities with a history of anti‐Semitism. After the Nazis seized power, both pogroms and deportations were more frequent in places affected by the banking crisis. Our results suggest an important synergy between financial distress and cultural predispositions, with far‐reaching consequences.",Sebastian Doerr & Stefan Gissler & José‐Luis Peydró & Hans‐Joachim Voth
https://ideas.repec.org/a/bla/jfinan/v73y2018i5p2087-2137.html,Journal of Finance,2018,The Geography of Financial Misconduct,"Financial misconduct (FM) rates differ widely between major U.S. cities, up to a factor of 3. Although spatial differences in enforcement and firm characteristics do not account for these patterns, city‐level norms appear to be very important. For example, FM rates are strongly related to other unethical behavior, involving politicians, doctors, and (potentially unfaithful) spouses, in the city.",Christopher A. Parsons & Johan Sulaeman & Sheridan Titman
https://ideas.repec.org/a/bla/jfinan/v80y2025i2p937-979.html,Journal of Finance,2025,Worker Runs,"The voluntary departure of hard‐to‐replace skilled workers worsens firm prospects, which can lead to additional departures. We develop a model in which firms design compensation to limit the risk of such “worker runs.” To achieve cost‐efficient retention, firms combine fixed wages with dilutable compensation—such as vesting equity or bonus pools—which pays remaining workers more when others leave but gets diluted otherwise. Compensating (identical) workers with differently structured compensation, that is, with a different mix of output‐dependent and output‐independent pay, can further mitigate the risk of worker runs by ensuring a critical retention level in a cost‐efficient way.",Florian Hoffmann & Vladimir Vladimirov
https://ideas.repec.org/a/bla/jfinan/v74y2019i1p401-448.html,Journal of Finance,2019,"Dividend Dynamics, Learning, and Expected Stock Index Returns","We present a latent variable model of dividends that predicts, out‐of‐sample, 39.5% to 41.3% of the variation in annual dividend growth rates between 1975 and 2016. Further, when learning about dividend dynamics is incorporated into a long‐run risks model, the model predicts, out‐of‐sample, 25.3% to 27.1% of the variation in annual stock index returns over the same time horizon, with learning contributing approximately half of the predictability in returns. These findings support the view that investors' aversion to long‐run risks and their learning about these risks are important in determining stock index prices and expected returns.",Ravi Jagannathan & Binying Liu
https://ideas.repec.org/a/bla/jfinan/v75y2020i4p2179-2220.html,Journal of Finance,2020,Understanding Systematic Risk: A High‐Frequency Approach,"Based on a novel high‐frequency data set for a large number of firms, I estimate the time‐varying latent continuous and jump factors that explain individual stock returns. The factors are estimated using principal component analysis applied to a local volatility and jump covariance matrix. I find four stable continuous systematic factors, which can be well approximated by a market, oil, finance, and electricity portfolio, while there is only one stable jump market factor. The exposure of stocks to these risk factors and their explained variation is time‐varying. The four continuous factors carry an intraday risk premium that reverses overnight.",Markus Pelger
https://ideas.repec.org/a/bla/jfinan/v79y2024i1p173-217.html,Journal of Finance,2024,Interest Rate Skewness and Biased Beliefs,"Conditional skewness of Treasury yields is an important indicator of the risks to the macroeconomic outlook. Positive skewness signals upside risk to interest rates during periods of accommodative monetary policy and an upward‐sloping yield curve, and vice versa. Skewness has substantial predictive power for future bond excess returns, high‐frequency interest rate changes around Federal Open Market Committee announcements, and survey forecast errors for interest rates. The estimated expectational errors, or biases in beliefs, are quantitatively important for statistical bond risk premia. These findings are consistent with a heterogeneous‐beliefs model in which one of the agents is wrong about consumption growth.",Michael Bauer & Mikhail Chernov
https://ideas.repec.org/a/bla/jfinan/v72y2017i3p1119-1170.html,Journal of Finance,2017,Liquidity in a Market for Unique Assets: Specified Pool and To-Be-Announced Trading in the Mortgage-Backed Securities Market,No abstract is available for this item.,Pengjie Gao & Paul Schultz & Zhaogang Song
https://ideas.repec.org/a/bla/jfinan/v79y2024i6p4143-4196.html,Journal of Finance,2024,Equity Term Structures without Dividend Strips Data,"We use a large cross section of equity returns to estimate a rich affine model of equity prices, dividends, returns, and their dynamics. Our model prices dividend strips of the market and equity portfolios without using strips data in the estimation. Yet model‐implied equity yields closely match yields on traded strips. Our model extends equity term‐structure data over time (to the 1970s) and across maturities, and generates term structures for various equity portfolios. The novel cross section of term structures from our model covers 45 years and includes several recessions, providing a novel set of empirical moments to discipline asset pricing models.",Stefano Giglio & Bryan Kelly & Serhiy Kozak
https://ideas.repec.org/a/bla/jfinan/v76y2021i1p169-210.html,Journal of Finance,2021,The Capitalization of Consumer Financing into Durable Goods Prices,"Using loan‐level data on millions of used‐car transactions across hundreds of lenders, we study the consumer response to exogenous variation in credit terms. Borrowers offered shorter maturity decrease expenditures enough to offset 60% to 90% of the monthly payment increase. Most of this is driven by shifting toward lower‐quality cars, but affected borrowers offset 20% to 30% of a monthly payment shock by negotiating lower prices for equivalent cars. Our results suggest that durable goods prices adjust to reflect credit terms even at the individual level, with one year of additional loan maturity increasing a car's price by 2.8%.",Bronson Argyle & Taylor Nadauld & Christopher Palmer & Ryan Pratt
https://ideas.repec.org/a/bla/jfinan/v76y2021i2p893-933.html,Journal of Finance,2021,Limited Risk Sharing and International Equity Returns,"Limited stock market participation can potentially explain the disconnect between international asset prices and macro quantities. An incomplete markets model in which risk sharing for stockholders is high generates highly correlated equity returns and relatively smooth exchange rates. Risk sharing for nonstockholders is limited because of their nonparticipation in stock markets and borrowing constraints, reducing the aggregate consumption correlation and the correlation between aggregate consumption differentials and exchange rates. Financial integration widens the disconnect by benefiting stockholders but hurting nonstockholders. Survey data indicate that international risk sharing for stockholders is better than that for nonstockholders, consistent with the predictions.",Shaojun Zhang
https://ideas.repec.org/a/bla/jfinan/v73y2018i3p1281-1321.html,Journal of Finance,2018,Margin Requirements and the Security Market Line,"Between 1934 and 1974, the Federal Reserve changed the initial margin requirement for the U.S. stock market 22 times. I use this variation to show that investors' leverage constraints affect the pricing of risk. Consistent with earlier theoretical predictions, I find that tighter leverage constraints result in a flatter relation between betas and expected returns. My results provide strong empirical support for the idea that the constraints investors face may help explain the empirical failure of the capital asset pricing model.",Petri Jylhä
